path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min_lowstep.xy
delimiters=([44, 275, 474, 675, 806, 1015, 1427], [201, 169, 171, 101, 179, 382, 7018], ['Si_2p', 'O_1s', 'N_1s', 'Si_2s', 'C_1s', 'Cu_2p', 'survey_hd'])
name=G2SL 90min_lowstep
label=20220630_Cu_G2SL_subl_90min_lowstep
date=20.22.0630
other_meta=Cu_G2SL_subl_90min_lowstep
area=
fit={}
color=
dfx=
range,Si_2p,Si_2p,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,C_1s,C_1s,Cu_2p,Cu_2p,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg,Cu_2p_bg,Cu_2p_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
2357,,,,,,,,,,,,,928.6,16.071411,,,,,,,,,,,,
2358,,,,,,,,,,,,,928.4,16.099255,,,,,,,,,,,,
2359,,,,,,,,,,,,,928.2,15.640202,,,,,,,,,,,,
2360,,,,,,,,,,,,,928.0,16.384426,,,,,,,,,,,,
2361,,,,,,,,,,,,,927.8,15.779713,,,,,,,,,,,,
2362,,,,,,,,,,,,,927.6,15.598953,,,,,,,,,,,,
2363,,,,,,,,,,,,,927.4,15.771564,,,,,,,,,,,,
2364,,,,,,,,,,,,,927.2,15.602647,,,,,,,,,,,,
2365,,,,,,,,,,,,,927.0,15.468207,,,,,,,,,,,,
2366,,,,,,,,,,,,,926.8,15.492937,,,,,,,,,,,,
2367,,,,,,,,,,,,,926.6,15.534672,,,,,,,,,,,,
2368,,,,,,,,,,,,,926.4,15.627062,,,,,,,,,,,,
2369,,,,,,,,,,,,,926.2,15.189372,,,,,,,,,,,,
2370,,,,,,,,,,,,,926.0,15.670707,,,,,,,,,,,,
2371,,,,,,,,,,,,,925.8,15.494521,,,,,,,,,,,,
2372,,,,,,,,,,,,,925.6,15.545957,,,,,,,,,,,,
2373,,,,,,,,,,,,,925.4,15.701202,,,,,,,,,,,,
2374,,,,,,,,,,,,,925.2,15.751249,,,,,,,,,,,,
2375,,,,,,,,,,,,,925.0,15.611725,,,,,,,,,,,,
2376,,,,,,,,,,,,,924.8,15.315526,,,,,,,,,,,,
2377,,,,,,,,,,,,,924.6,15.340885,,,,,,,,,,,,
2378,,,,,,,,,,,,,924.4,15.802129,,,,,,,,,,,,
2379,,,,,,,,,,,,,924.2,15.710766,,,,,,,,,,,,
2380,,,,,,,,,,,,,924.0,14.901706,,,,,,,,,,,,
2381,,,,,,,,,,,,,923.8,14.902096,,,,,,,,,,,,
2382,,,,,,,,,,,,,923.6,14.939283,,,,,,,,,,,,
2383,,,,,,,,,,,,,923.4,15.363034,,,,,,,,,,,,
2384,,,,,,,,,,,,,923.2,15.339109,,,,,,,,,,,,
2385,,,,,,,,,,,,,923.0,15.0143,,,,,,,,,,,,
2386,,,,,,,,,,,,,922.8,15.178831,,,,,,,,,,,,
2387,,,,,,,,,,,,,922.6,15.228225,,,,,,,,,,,,
2388,,,,,,,,,,,,,922.4,15.331135,,,,,,,,,,,,
2389,,,,,,,,,,,,,922.2,15.276687,,,,,,,,,,,,
2390,,,,,,,,,,,,,922.0,15.571616,,,,,,,,,,,,
2391,,,,,,,,,,,,,921.8,15.128585,,,,,,,,,,,,
2392,,,,,,,,,,,,,921.6,15.567123,,,,,,,,,,,,
2393,,,,,,,,,,,,,921.4,15.214884,,,,,,,,,,,,
2394,,,,,,,,,,,,,921.2,14.825342,,,,,,,,,,,,
2395,,,,,,,,,,,,,921.0,15.238639,,,,,,,,,,,,
2396,,,,,,,,,,,,,920.8,15.230225,,,,,,,,,,,,
2397,,,,,,,,,,,,,920.6,15.08093,,,,,,,,,,,,
2398,,,,,,,,,,,,,920.4,15.247557,,,,,,,,,,,,
2399,,,,,,,,,,,,,920.2,15.170937,,,,,,,,,,,,
2400,,,,,,,,,,,,,920.0,15.719812,,,,,,,,,,,,
2401,,,,,,,,,,,,,919.8,15.931521,,,,,,,,,,,,
2402,,,,,,,,,,,,,919.6,15.742431,,,,,,,,,,,,
2403,,,,,,,,,,,,,919.4,15.204105,,,,,,,,,,,,
2404,,,,,,,,,,,,,919.2,15.964832,,,,,,,,,,,,
2405,,,,,,,,,,,,,919.0,15.293948,,,,,,,,,,,,
2406,,,,,,,,,,,,,918.8,15.176019,,,,,,,,,,,,
2407,,,,,,,,,,,,,918.6,15.192246,,,,,,,,,,,,
2408,,,,,,,,,,,,,918.4,15.24431,,,,,,,,,,,,
2409,,,,,,,,,,,,,918.2,15.765162,,,,,,,,,,,,
2410,,,,,,,,,,,,,918.0,15.326845,,,,,,,,,,,,
2411,,,,,,,,,,,,,917.8,15.239782,,,,,,,,,,,,
2412,,,,,,,,,,,,,917.6,14.973553,,,,,,,,,,,,
2413,,,,,,,,,,,,,917.4,15.59846,,,,,,,,,,,,
2414,,,,,,,,,,,,,917.2,15.287216,,,,,,,,,,,,
2415,,,,,,,,,,,,,917.0,15.716562,,,,,,,,,,,,
2416,,,,,,,,,,,,,916.8,15.387899,,,,,,,,,,,,
2417,,,,,,,,,,,,,916.6,15.603652,,,,,,,,,,,,
2418,,,,,,,,,,,,,916.4,15.352193,,,,,,,,,,,,
2419,,,,,,,,,,,,,916.2,15.179401,,,,,,,,,,,,
2420,,,,,,,,,,,,,916.0,15.373918,,,,,,,,,,,,
2421,,,,,,,,,,,,,915.8,15.356357,,,,,,,,,,,,
2422,,,,,,,,,,,,,915.6,15.190777,,,,,,,,,,,,
2423,,,,,,,,,,,,,915.4,15.898001,,,,,,,,,,,,
2424,,,,,,,,,,,,,915.2,15.612335,,,,,,,,,,,,
2425,,,,,,,,,,,,,915.0,15.574897,,,,,,,,,,,,
2426,,,,,,,,,,,,,914.8,15.929933,,,,,,,,,,,,
2427,,,,,,,,,,,,,914.6,15.469304,,,,,,,,,,,,
2428,,,,,,,,,,,,,914.4,15.985464,,,,,,,,,,,,
2429,,,,,,,,,,,,,914.2,16.141515,,,,,,,,,,,,
2430,,,,,,,,,,,,,914.0,15.206079,,,,,,,,,,,,
2431,,,,,,,,,,,,,913.8,15.915789,,,,,,,,,,,,
2432,,,,,,,,,,,,,913.6,16.068658,,,,,,,,,,,,
2433,,,,,,,,,,,,,913.4,15.94805,,,,,,,,,,,,
2434,,,,,,,,,,,,,913.2,15.757968,,,,,,,,,,,,
2435,,,,,,,,,,,,,913.0,15.317122,,,,,,,,,,,,
2436,,,,,,,,,,,,,912.8,15.428264,,,,,,,,,,,,
2437,,,,,,,,,,,,,912.6,15.419053,,,,,,,,,,,,
2438,,,,,,,,,,,,,912.4,15.82459,,,,,,,,,,,,
2439,,,,,,,,,,,,,912.2,15.327714,,,,,,,,,,,,
2440,,,,,,,,,,,,,912.0,15.211466,,,,,,,,,,,,
2441,,,,,,,,,,,,,911.8,15.316318,,,,,,,,,,,,
2442,,,,,,,,,,,,,911.6,15.43219,,,,,,,,,,,,
2443,,,,,,,,,,,,,911.4,15.833451,,,,,,,,,,,,
2444,,,,,,,,,,,,,911.2,15.710767,,,,,,,,,,,,
2445,,,,,,,,,,,,,911.0,15.162011,,,,,,,,,,,,
2446,,,,,,,,,,,,,910.8,15.622153,,,,,,,,,,,,
2447,,,,,,,,,,,,,910.6,15.748475,,,,,,,,,,,,
2448,,,,,,,,,,,,,910.4,15.72696,,,,,,,,,,,,
2449,,,,,,,,,,,,,910.2,15.604322,,,,,,,,,,,,
2450,,,,,,,,,,,,,910.0,15.602341,,,,,,,,,,,,
2451,,,,,,,,,,,,,909.8,15.31018,,,,,,,,,,,,
2452,,,,,,,,,,,,,909.6,15.533755,,,,,,,,,,,,
2453,,,,,,,,,,,,,909.4,15.800583,,,,,,,,,,,,
2454,,,,,,,,,,,,,909.2,15.929896,,,,,,,,,,,,
2455,,,,,,,,,,,,,909.0,15.186409,,,,,,,,,,,,
2456,,,,,,,,,,,,,908.8,14.982153,,,,,,,,,,,,
2457,,,,,,,,,,,,,908.6,15.40848,,,,,,,,,,,,
2458,,,,,,,,,,,,,908.4,15.709342,,,,,,,,,,,,
2459,,,,,,,,,,,,,908.2,15.761809,,,,,,,,,,,,
2460,,,,,,,,,,,,,908.0,15.518844,,,,,,,,,,,,
2461,,,,,,,,,,,,,907.8,16.095309,,,,,,,,,,,,
2462,,,,,,,,,,,,,907.6,15.967481,,,,,,,,,,,,
2463,,,,,,,,,,,,,907.4,15.662986,,,,,,,,,,,,
2464,,,,,,,,,,,,,907.2,15.670736,,,,,,,,,,,,
2465,,,,,,,,,,,,,907.0,15.092822,,,,,,,,,,,,
2466,,,,,,,,,,,,,906.8,15.896744,,,,,,,,,,,,
2467,,,,,,,,,,,,,906.6,15.801053,,,,,,,,,,,,
2468,,,,,,,,,,,,,906.4,16.040755,,,,,,,,,,,,
2469,,,,,,,,,,,,,906.2,16.041184,,,,,,,,,,,,
2470,,,,,,,,,,,,,906.0,15.246796,,,,,,,,,,,,
2471,,,,,,,,,,,,,905.8,15.628873,,,,,,,,,,,,
2472,,,,,,,,,,,,,905.6,15.940591,,,,,,,,,,,,
2473,,,,,,,,,,,,,905.4,15.615843,,,,,,,,,,,,
2474,,,,,,,,,,,,,905.2,15.591493,,,,,,,,,,,,
2475,,,,,,,,,,,,,905.0,16.273647,,,,,,,,,,,,
2476,,,,,,,,,,,,,904.8,15.712645,,,,,,,,,,,,
2477,,,,,,,,,,,,,904.6,15.525014,,,,,,,,,,,,
2478,,,,,,,,,,,,,904.4,15.778277,,,,,,,,,,,,
2479,,,,,,,,,,,,,904.2,15.879082,,,,,,,,,,,,
2480,,,,,,,,,,,,,904.0,16.169867,,,,,,,,,,,,
2481,,,,,,,,,,,,,903.8,15.816342,,,,,,,,,,,,
2482,,,,,,,,,,,,,903.6,16.053032,,,,,,,,,,,,
2483,,,,,,,,,,,,,903.4,16.09531,,,,,,,,,,,,
2484,,,,,,,,,,,,,903.2,16.297514,,,,,,,,,,,,
2485,,,,,,,,,,,,,903.0,15.810483,,,,,,,,,,,,
2486,,,,,,,,,,,,,902.8,16.039519,,,,,,,,,,,,
2487,,,,,,,,,,,,,902.6,15.588579,,,,,,,,,,,,
2488,,,,,,,,,,,,,902.4,16.148865,,,,,,,,,,,,
2489,,,,,,,,,,,,,902.2,15.580906,,,,,,,,,,,,
2490,,,,,,,,,,,,,902.0,15.35933,,,,,,,,,,,,
2491,,,,,,,,,,,,,901.8,15.816903,,,,,,,,,,,,
2492,,,,,,,,,,,,,901.6,16.201375,,,,,,,,,,,,
2493,,,,,,,,,,,,,901.4,16.357703,,,,,,,,,,,,
2494,,,,,,,,,,,,,901.2,15.450952,,,,,,,,,,,,
2495,,,,,,,,,,,,,901.0,15.510118,,,,,,,,,,,,
2496,,,,,,,,,,,,,900.8,15.924996,,,,,,,,,,,,
2497,,,,,,,,,,,,,900.6,16.47424,,,,,,,,,,,,
2498,,,,,,,,,,,,,900.4,16.467908,,,,,,,,,,,,
2499,,,,,,,,,,,,,900.2,16.033942,,,,,,,,,,,,
2500,,,,,,,,,,,,,900.0,16.054031,,,,,,,,,,,,
2501,,,,,,,,,,,,,899.8,15.497998,,,,,,,,,,,,
2502,,,,,,,,,,,,,899.6,15.433922,,,,,,,,,,,,
2503,,,,,,,,,,,,,899.4,15.604338,,,,,,,,,,,,
2504,,,,,,,,,,,,,899.2,15.364772,,,,,,,,,,,,
2505,,,,,,,,,,,,,899.0,16.587489,,,,,,,,,,,,
2506,,,,,,,,,,,,,898.8,16.354316,,,,,,,,,,,,
2507,,,,,,,,,,,,,898.6,16.258454,,,,,,,,,,,,
2508,,,,,,,,,,,,,898.4,15.936875,,,,,,,,,,,,
2509,,,,,,,,,,,,,898.2,16.151257,,,,,,,,,,,,
2510,,,,,,,,,,,,,898.0,16.652457,,,,,,,,,,,,
2511,,,,,,,,,,,,,897.8,16.594632,,,,,,,,,,,,
2512,,,,,,,,,,,,,897.6,15.712127,,,,,,,,,,,,
2513,,,,,,,,,,,,,897.4,15.912175,,,,,,,,,,,,
2514,,,,,,,,,,,,,897.2,15.858575,,,,,,,,,,,,
2515,,,,,,,,,,,,,897.0,16.361112,,,,,,,,,,,,
2516,,,,,,,,,,,,,896.8,16.594233,,,,,,,,,,,,
2517,,,,,,,,,,,,,896.6,15.99885,,,,,,,,,,,,
2518,,,,,,,,,,,,,896.4,16.044234,,,,,,,,,,,,
2519,,,,,,,,,,,,,896.2,15.581483,,,,,,,,,,,,
2520,,,,,,,,,,,,,896.0,16.361168,,,,,,,,,,,,
2521,,,,,,,,,,,,,895.8,15.76317,,,,,,,,,,,,
2522,,,,,,,,,,,,,895.6,16.396365,,,,,,,,,,,,
2523,,,,,,,,,,,,,895.4,16.371752,,,,,,,,,,,,
2524,,,,,,,,,,,,,895.2,16.298005,,,,,,,,,,,,
2525,,,,,,,,,,,,,895.0,16.738192,,,,,,,,,,,,
2526,,,,,,,,,,,,,894.8,16.606785,,,,,,,,,,,,
2527,,,,,,,,,,,,,894.6,16.238813,,,,,,,,,,,,
2528,,,,,,,,,,,,,894.4,16.537904,,,,,,,,,,,,
2529,,,,,,,,,,,,,894.2,17.016947,,,,,,,,,,,,
2530,,,,,,,,,,,,,894.0,16.271456,,,,,,,,,,,,
2531,,,,,,,,,,,,,893.8,16.390753,,,,,,,,,,,,
2532,,,,,,,,,,,,,893.6,16.32816,,,,,,,,,,,,
2533,,,,,,,,,,,,,893.4,16.134144,,,,,,,,,,,,
2534,,,,,,,,,,,,,893.2,16.150876,,,,,,,,,,,,
2535,,,,,,,,,,,,,893.0,15.950788,,,,,,,,,,,,
2536,,,,,,,,,,,,,892.8,16.575033,,,,,,,,,,,,
2537,,,,,,,,,,,,,892.6,16.292949,,,,,,,,,,,,
2538,,,,,,,,,,,,,892.4,16.139816,,,,,,,,,,,,
2539,,,,,,,,,,,,,892.2,16.808143,,,,,,,,,,,,
2540,,,,,,,,,,,,,892.0,16.481658,,,,,,,,,,,,
2541,,,,,,,,,,,,,891.8,16.210361,,,,,,,,,,,,
2542,,,,,,,,,,,,,891.6,16.143291,,,,,,,,,,,,
2543,,,,,,,,,,,,,891.4,16.473785,,,,,,,,,,,,
2544,,,,,,,,,,,,,891.2,16.090741,,,,,,,,,,,,
2545,,,,,,,,,,,,,891.0,16.16929,,,,,,,,,,,,
2546,,,,,,,,,,,,,890.8,16.547679,,,,,,,,,,,,
2547,,,,,,,,,,,,,890.6,15.753353,,,,,,,,,,,,
2548,,,,,,,,,,,,,890.4,16.311793,,,,,,,,,,,,
2549,,,,,,,,,,,,,890.2,16.540358,,,,,,,,,,,,
2550,,,,,,,,,,,,,890.0,16.419674,,,,,,,,,,,,
2551,,,,,,,,,,,,,889.8,16.497031,,,,,,,,,,,,
2552,,,,,,,,,,,,,889.6,16.308903,,,,,,,,,,,,
2553,,,,,,,,,,,,,889.4,16.662022,,,,,,,,,,,,
2554,,,,,,,,,,,,,889.2,16.566888,,,,,,,,,,,,
2555,,,,,,,,,,,,,889.0,16.754053,,,,,,,,,,,,
2556,,,,,,,,,,,,,888.8,16.353476,,,,,,,,,,,,
2557,,,,,,,,,,,,,888.6,16.3709,,,,,,,,,,,,
2558,,,,,,,,,,,,,888.4,16.898006,,,,,,,,,,,,
2559,,,,,,,,,,,,,888.2,16.637386,,,,,,,,,,,,
2560,,,,,,,,,,,,,888.0,16.17158,,,,,,,,,,,,
2561,,,,,,,,,,,,,887.8,16.522011,,,,,,,,,,,,
2562,,,,,,,,,,,,,887.6,16.546812,,,,,,,,,,,,
2563,,,,,,,,,,,,,887.4,16.457611,,,,,,,,,,,,
2564,,,,,,,,,,,,,887.2,16.875014,,,,,,,,,,,,
2565,,,,,,,,,,,,,887.0,16.308971,,,,,,,,,,,,
2566,,,,,,,,,,,,,886.8,16.549736,,,,,,,,,,,,
2567,,,,,,,,,,,,,886.6,16.971378,,,,,,,,,,,,
2568,,,,,,,,,,,,,886.4,16.23352,,,,,,,,,,,,
2569,,,,,,,,,,,,,886.2,16.768495,,,,,,,,,,,,
2570,,,,,,,,,,,,,886.0,16.680676,,,,,,,,,,,,
2571,,,,,,,,,,,,,885.8,16.457921,,,,,,,,,,,,
2572,,,,,,,,,,,,,885.6,16.89833,,,,,,,,,,,,
2573,,,,,,,,,,,,,885.4,16.692057,,,,,,,,,,,,
2574,,,,,,,,,,,,,885.2,16.952463,,,,,,,,,,,,
2575,,,,,,,,,,,,,885.0,16.745887,,,,,,,,,,,,
2576,,,,,,,,,,,,,884.8,16.189204,,,,,,,,,,,,
2577,,,,,,,,,,,,,884.6,16.944512,,,,,,,,,,,,
2578,,,,,,,,,,,,,884.4,16.386125,,,,,,,,,,,,
2579,,,,,,,,,,,,,884.2,16.198199,,,,,,,,,,,,
2580,,,,,,,,,,,,,884.0,17.038564,,,,,,,,,,,,
2581,,,,,,,,,,,,,883.8,16.855471,,,,,,,,,,,,
2582,,,,,,,,,,,,,883.6,16.971147,,,,,,,,,,,,
2583,,,,,,,,,,,,,883.4,17.107733,,,,,,,,,,,,
2584,,,,,,,,,,,,,883.2,17.078969,,,,,,,,,,,,
2585,,,,,,,,,,,,,883.0,17.256278,,,,,,,,,,,,
2586,,,,,,,,,,,,,882.8,17.174845,,,,,,,,,,,,
2587,,,,,,,,,,,,,882.6,16.732403,,,,,,,,,,,,
2588,,,,,,,,,,,,,882.4,17.007995,,,,,,,,,,,,
2589,,,,,,,,,,,,,882.2,17.316576,,,,,,,,,,,,
2590,,,,,,,,,,,,,882.0,17.328381,,,,,,,,,,,,
2591,,,,,,,,,,,,,881.8,17.275448,,,,,,,,,,,,
2592,,,,,,,,,,,,,881.6,17.11968,,,,,,,,,,,,
2593,,,,,,,,,,,,,881.4,16.866855,,,,,,,,,,,,
2594,,,,,,,,,,,,,881.2,17.004918,,,,,,,,,,,,
2595,,,,,,,,,,,,,881.0,16.719006,,,,,,,,,,,,
2596,,,,,,,,,,,,,880.8,16.791041,,,,,,,,,,,,
2597,,,,,,,,,,,,,880.6,16.685849,,,,,,,,,,,,
2598,,,,,,,,,,,,,880.4,16.995684,,,,,,,,,,,,
2599,,,,,,,,,,,,,880.2,17.817907,,,,,,,,,,,,
2600,,,,,,,,,,,,,880.0,17.562924,,,,,,,,,,,,
2601,,,,,,,,,,,,,879.8,17.551826,,,,,,,,,,,,
2602,,,,,,,,,,,,,879.6,17.57752,,,,,,,,,,,,
2603,,,,,,,,,,,,,879.4,17.417983,,,,,,,,,,,,
2604,,,,,,,,,,,,,879.2,17.080378,,,,,,,,,,,,
2605,,,,,,,,,,,,,879.0,17.468182,,,,,,,,,,,,
2606,,,,,,,,,,,,,878.8,17.267517,,,,,,,,,,,,
2607,,,,,,,,,,,,,878.6,17.339612,,,,,,,,,,,,
2608,,,,,,,,,,,,,878.4,17.346693,,,,,,,,,,,,
2609,,,,,,,,,,,,,878.2,17.532471,,,,,,,,,,,,
2610,,,,,,,,,,,,,878.0,16.91767,,,,,,,,,,,,
2611,,,,,,,,,,,,,877.8,16.759065,,,,,,,,,,,,
2612,,,,,,,,,,,,,877.6,16.206897,,,,,,,,,,,,
2613,,,,,,,,,,,,,877.4,15.905124,,,,,,,,,,,,
2614,,,,,,,,,,,,,877.2,16.598313,,,,,,,,,,,,
2615,,,,,,,,,,,,,877.0,17.188927,,,,,,,,,,,,
2616,,,,,,,,,,,,,876.8,16.918146,,,,,,,,,,,,
2617,,,,,,,,,,,,,876.6,16.937975,,,,,,,,,,,,
2618,,,,,,,,,,,,,876.4,17.095306,,,,,,,,,,,,
2619,,,,,,,,,,,,,876.2,17.208553,,,,,,,,,,,,
2620,,,,,,,,,,,,,876.0,17.026551,,,,,,,,,,,,
2621,,,,,,,,,,,,,875.8,17.235648,,,,,,,,,,,,
2622,,,,,,,,,,,,,875.6,17.251327,,,,,,,,,,,,
2623,,,,,,,,,,,,,875.4,17.48209,,,,,,,,,,,,
2624,,,,,,,,,,,,,875.2,17.686898,,,,,,,,,,,,
2625,,,,,,,,,,,,,875.0,17.798206,,,,,,,,,,,,
2626,,,,,,,,,,,,,874.8,17.470835,,,,,,,,,,,,
2627,,,,,,,,,,,,,874.6,17.469614,,,,,,,,,,,,
2628,,,,,,,,,,,,,874.4,17.53744,,,,,,,,,,,,
2629,,,,,,,,,,,,,874.2,17.830816,,,,,,,,,,,,
2630,,,,,,,,,,,,,874.0,17.973911,,,,,,,,,,,,
2631,,,,,,,,,,,,,873.8,17.421071,,,,,,,,,,,,
2632,,,,,,,,,,,,,873.6,17.569879,,,,,,,,,,,,
2633,,,,,,,,,,,,,873.4,17.374924,,,,,,,,,,,,
2634,,,,,,,,,,,,,873.2,17.098496,,,,,,,,,,,,
2635,,,,,,,,,,,,,873.0,17.808221,,,,,,,,,,,,
2636,,,,,,,,,,,,,872.8,17.802537,,,,,,,,,,,,
2637,,,,,,,,,,,,,872.6,18.048292,,,,,,,,,,,,
2638,,,,,,,,,,,,,872.4,17.741758,,,,,,,,,,,,
2639,,,,,,,,,,,,,872.2,17.597672,,,,,,,,,,,,
2640,,,,,,,,,,,,,872.0,17.671728,,,,,,,,,,,,
2641,,,,,,,,,,,,,871.8,18.019441,,,,,,,,,,,,
2642,,,,,,,,,,,,,871.6,18.120901,,,,,,,,,,,,
2643,,,,,,,,,,,,,871.4,18.159707,,,,,,,,,,,,
2644,,,,,,,,,,,,,871.2,17.866802,,,,,,,,,,,,
2645,,,,,,,,,,,,,871.0,17.82426,,,,,,,,,,,,
2646,,,,,,,,,,,,,870.8,17.524469,,,,,,,,,,,,
2647,,,,,,,,,,,,,870.6,17.632134,,,,,,,,,,,,
2648,,,,,,,,,,,,,870.4,17.34267,,,,,,,,,,,,
2649,,,,,,,,,,,,,870.2,17.986693,,,,,,,,,,,,
2650,,,,,,,,,,,,,870.0,17.371348,,,,,,,,,,,,
2651,,,,,,,,,,,,,869.8,17.577242,,,,,,,,,,,,
2652,,,,,,,,,,,,,869.6,17.632672,,,,,,,,,,,,
2653,,,,,,,,,,,,,869.4,17.714421,,,,,,,,,,,,
2654,,,,,,,,,,,,,869.2,17.701728,,,,,,,,,,,,
2655,,,,,,,,,,,,,869.0,17.630317,,,,,,,,,,,,
2656,,,,,,,,,,,,,868.8,17.859399,,,,,,,,,,,,
2657,,,,,,,,,,,,,868.6,17.566778,,,,,,,,,,,,
2658,,,,,,,,,,,,,868.4,17.724398,,,,,,,,,,,,
2659,,,,,,,,,,,,,868.2,17.463047,,,,,,,,,,,,
2660,,,,,,,,,,,,,868.0,17.310662,,,,,,,,,,,,
2661,,,,,,,,,,,,,867.8,17.526164,,,,,,,,,,,,
2662,,,,,,,,,,,,,867.6,17.474433,,,,,,,,,,,,
2663,,,,,,,,,,,,,867.4,18.192516,,,,,,,,,,,,
2664,,,,,,,,,,,,,867.2,17.38043,,,,,,,,,,,,
2665,,,,,,,,,,,,,867.0,17.698285,,,,,,,,,,,,
2666,,,,,,,,,,,,,866.8,17.484737,,,,,,,,,,,,
2667,,,,,,,,,,,,,866.6,17.662317,,,,,,,,,,,,
2668,,,,,,,,,,,,,866.4,17.269476,,,,,,,,,,,,
2669,,,,,,,,,,,,,866.2,17.63483,,,,,,,,,,,,
2670,,,,,,,,,,,,,866.0,18.033384,,,,,,,,,,,,
2671,,,,,,,,,,,,,865.8,17.870346,,,,,,,,,,,,
2672,,,,,,,,,,,,,865.6,17.717695,,,,,,,,,,,,
2673,,,,,,,,,,,,,865.4,18.037023,,,,,,,,,,,,
2674,,,,,,,,,,,,,865.2,17.749342,,,,,,,,,,,,
2675,,,,,,,,,,,,,865.0,17.561888,,,,,,,,,,,,
2676,,,,,,,,,,,,,864.8,17.886617,,,,,,,,,,,,
2677,,,,,,,,,,,,,864.6,18.294601,,,,,,,,,,,,
2678,,,,,,,,,,,,,864.4,18.104402,,,,,,,,,,,,
2679,,,,,,,,,,,,,864.2,17.649506,,,,,,,,,,,,
2680,,,,,,,,,,,,,864.0,18.298648,,,,,,,,,,,,
2681,,,,,,,,,,,,,863.8,18.038408,,,,,,,,,,,,
2682,,,,,,,,,,,,,863.6,17.791374,,,,,,,,,,,,
2683,,,,,,,,,,,,,863.4,18.156761,,,,,,,,,,,,
2684,,,,,,,,,,,,,863.2,17.98696,,,,,,,,,,,,
2685,,,,,,,,,,,,,863.0,17.965597,,,,,,,,,,,,
2686,,,,,,,,,,,,,862.8,17.932223,,,,,,,,,,,,
2687,,,,,,,,,,,,,862.6,17.615727,,,,,,,,,,,,
2688,,,,,,,,,,,,,862.4,17.884313,,,,,,,,,,,,
2689,,,,,,,,,,,,,862.2,18.20084,,,,,,,,,,,,
2690,,,,,,,,,,,,,862.0,17.905182,,,,,,,,,,,,
2691,,,,,,,,,,,,,861.8,17.825672,,,,,,,,,,,,
2692,,,,,,,,,,,,,861.6,17.899244,,,,,,,,,,,,
2693,,,,,,,,,,,,,861.4,18.153382,,,,,,,,,,,,
2694,,,,,,,,,,,,,861.2,18.652331,,,,,,,,,,,,
2695,,,,,,,,,,,,,861.0,18.285978,,,,,,,,,,,,
2696,,,,,,,,,,,,,860.8,18.371517,,,,,,,,,,,,
2697,,,,,,,,,,,,,860.6,18.84781,,,,,,,,,,,,
2698,,,,,,,,,,,,,860.4,18.838628,,,,,,,,,,,,
2699,,,,,,,,,,,,,860.2,18.049452,,,,,,,,,,,,
2700,,,,,,,,,,,,,860.0,18.072952,,,,,,,,,,,,
2701,,,,,,,,,,,,,859.8,18.374369,,,,,,,,,,,,
2702,,,,,,,,,,,,,859.6,18.023589,,,,,,,,,,,,
2703,,,,,,,,,,,,,859.4,18.451338,,,,,,,,,,,,
2704,,,,,,,,,,,,,859.2,18.331447,,,,,,,,,,,,
2705,,,,,,,,,,,,,859.0,18.388216,,,,,,,,,,,,
2706,,,,,,,,,,,,,858.8,19.162117,,,,,,,,,,,,
2707,,,,,,,,,,,,,858.6,18.40309,,,,,,,,,,,,
2708,,,,,,,,,,,,,858.4,17.950207,,,,,,,,,,,,
2709,,,,,,,,,,,,,858.2,18.016416,,,,,,,,,,,,
2710,,,,,,,,,,,,,858.0,18.334907,,,,,,,,,,,,
2711,,,,,,,,,,,,,857.8,17.753038,,,,,,,,,,,,
2712,,,,,,,,,,,,,857.6,18.477728,,,,,,,,,,,,
2713,,,,,,,,,,,,,857.4,18.892436,,,,,,,,,,,,
2714,,,,,,,,,,,,,857.2,18.142591,,,,,,,,,,,,
2715,,,,,,,,,,,,,857.0,18.122468,,,,,,,,,,,,
2716,,,,,,,,,,,,,856.8,18.751175,,,,,,,,,,,,
2717,,,,,,,,,,,,,856.6,19.523042,,,,,,,,,,,,
2718,,,,,,,,,,,,,856.4,18.307871,,,,,,,,,,,,
2719,,,,,,,,,,,,,856.2,17.971281,,,,,,,,,,,,
2720,,,,,,,,,,,,,856.0,18.615017,,,,,,,,,,,,
2721,,,,,,,,,,,,,855.8,18.885491,,,,,,,,,,,,
2722,,,,,,,,,,,,,855.6,18.21571,,,,,,,,,,,,
2723,,,,,,,,,,,,,855.4,18.300554,,,,,,,,,,,,
2724,,,,,,,,,,,,,855.2,19.015255,,,,,,,,,,,,
2725,,,,,,,,,,,,,855.0,18.862605,,,,,,,,,,,,
2726,,,,,,,,,,,,,854.8,18.218952,,,,,,,,,,,,
2727,,,,,,,,,,,,,854.6,18.627528,,,,,,,,,,,,
2728,,,,,,,,,,,,,854.4,18.261056,,,,,,,,,,,,
2729,,,,,,,,,,,,,854.2,18.248589,,,,,,,,,,,,
