path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min_lowstep.xy
delimiters=([44, 275, 474, 675, 806, 1015, 1427], [201, 169, 171, 101, 179, 382, 7018], ['Si_2p', 'O_1s', 'N_1s', 'Si_2s', 'C_1s', 'Cu_2p', 'survey_hd'])
name=G2SL 90min_lowstep
label=20220630_Cu_G2SL_subl_90min_lowstep
date=20.22.0630
other_meta=Cu_G2SL_subl_90min_lowstep
area=
fit={}
color=
dfx=
range,Si_2p,Si_2p,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,C_1s,C_1s,Cu_2p,Cu_2p,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg,Cu_2p_bg,Cu_2p_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
57,101.01,0.44988633177770154,531.21,0.9045333100439548,401.3,0.3146383942001494,154.3,0.14516299553330558,286.21,2.464608056152287,954.3,78.64920233296807,1388.6,62.85847,286.21,3.401601143847713,531.21,2.6183407899560454,401.3,2.9077015057998508,101.01,4.904437068222299,154.3,4.717254004466694,954.3,101.49164766703193
58,100.91,0.4158876587653877,531.11,0.8035035825127412,401.2,0.35057597621975445,154.2,0.10117640975438835,286.11,2.829403707247347,954.2,91.53292796664178,1388.4,61.730778,286.11,3.3972245927526528,531.11,2.612617317487259,401.2,2.9071271237802456,100.91,4.902818741234612,154.2,4.720676590245612,954.2,101.01820203335822
59,100.81,0.443438232763536,531.01,0.7340291112960737,401.1,0.4126211616916242,154.1,0.07827639404935027,286.01,3.2062591801308287,954.1,100.67930119966212,1388.2,61.27318,286.01,3.3922349198691713,531.01,2.607465188703926,401.1,2.9064681383083757,100.81,4.901212467236464,154.1,4.72411990595065,954.1,100.48346880033787
60,100.71,0.4328427997058393,530.91,0.611146067970294,401.0,0.44832174596491603,154.0,0.14870230501110626,285.91,3.574746026306003,954.0,112.64794628359832,1388.0,61.81103,285.91,3.386629073693997,530.91,2.602957632029706,401.0,2.905724754035084,100.71,4.899574500294161,154.0,4.7275834949888935,954.0,99.88999371640168
61,100.61,0.46910824966084963,530.81,0.512686726940951,400.9,0.4928613137656961,153.9,0.10204602095618931,285.81,3.842962534114478,953.9,127.77722763203164,1387.8,60.820161,285.81,3.3804968658855223,530.81,2.599191773059049,400.9,2.904912086234304,100.61,4.89788855033915,153.9,4.731066979043811,953.9,99.22113236796835
62,100.51,0.5042243277563925,530.71,0.44651542396481325,400.8,0.521070496615172,153.8,0.09835697149882439,285.71,4.268891991267878,953.8,145.28122455975495,1387.6,59.425058,285.71,3.373790808732122,530.71,2.5959775760351866,400.8,2.904036603384828,100.51,4.896069172243608,153.8,4.734570128501176,953.8,98.46148544024503
63,100.41,0.44472152151549427,530.61,0.4056113212803871,400.7,0.5769664001483461,153.7,0.07209718420721778,285.61,4.667844777233453,953.7,165.00573095460015,1387.4,59.226004,285.61,3.3664028227665477,530.61,2.593122178719613,400.7,2.9030884998516537,100.41,4.894295378484506,153.7,4.738092815792783,953.7,97.59826904539983
64,100.31,0.4718908767171497,530.51,0.3232097327146053,400.6,0.5902624475737595,153.6,0.06775678829260556,285.51,4.800331503377996,953.6,185.60685299962302,1387.2,59.604916,285.51,3.358575496622003,530.51,2.5906799672853946,400.6,2.9020806524262404,100.31,4.89258202328285,153.6,4.741635011707395,953.6,96.62286700037697
65,100.21,0.5364756410253939,530.41,0.26410557157050585,400.5,0.6220707403833372,153.5,0.06169794086904101,285.41,5.037019926012899,953.5,208.9308945795946,1387.0,60.515414,285.41,3.3504429739871,530.41,2.588711928429494,400.5,2.9010338596166627,100.21,4.890697158974606,153.5,4.745196759130959,953.5,95.52526542040542
66,100.11,0.5211906577059473,530.31,0.2534482461866423,400.4,0.6298762377382663,153.4,0.11550183129378855,285.31,5.024092831766339,953.4,233.36067700416908,1386.8,59.090124,285.31,3.342125468233661,530.31,2.5869776538133578,400.4,2.899952862261734,100.11,4.888720142294052,153.4,4.748778168706211,953.4,94.29481299583092
67,100.01,0.5215697118009217,530.21,0.21631768805829665,400.3,0.6525856832087715,153.3,0.17600088722617446,285.21,5.0396167843272615,953.3,253.5369732652878,1386.6,59.280306,285.21,3.3338058156727386,530.21,2.585403511941703,400.3,2.8988455167912286,100.01,4.886770988199078,153.3,4.752379412773825,953.3,92.9402667347122
68,99.91,0.5004470914475059,530.11,0.2106897501940428,400.2,0.6796946443940746,153.2,0.06823172082369222,285.11,4.872827886390332,953.2,285.09054169180166,1386.4,59.872583,285.11,3.325611213609668,530.11,2.583972649805957,400.2,2.8976951556059256,99.91,4.884860608552494,153.2,4.756000779176308,953.2,91.44180830819835
69,99.81,0.5501232440434585,530.01,0.14569044702813772,400.1,0.6911811307931037,153.1,-0.023608631757049636,285.01,4.523503518438757,953.1,305.1863784459033,1386.2,59.340392,285.01,3.317843281561243,530.01,2.5827784529718625,400.1,2.8965114692068963,99.81,4.882896855956542,153.1,4.75964273175705,953.1,89.7996615540967
70,99.71,0.5839551920769441,529.91,0.16340690345023523,400.0,0.6705532239029672,153.0,0.06397399740883447,284.91,4.087664957551645,953.0,327.0355760276698,1386.0,58.060919,284.91,3.3107244424483544,529.91,2.5817426965497647,400.0,2.895335676097033,99.71,4.880777007923056,153.0,4.763305802591166,953.0,88.04082397233017
71,99.61,0.591739329923719,529.81,0.1408203405985624,399.9,0.636593583171805,152.9,0.12582901350077602,284.81,3.5024466906252076,952.9,336.9592555583454,1385.8,56.998073,284.81,3.3044497093747927,529.81,2.5807232594014375,399.9,2.894207016828195,99.61,4.878579370076281,152.9,4.766988186499224,952.9,86.1935944416546
72,99.51,0.5830693118206538,529.71,0.15301365092446817,399.8,0.5746900690975889,152.8,0.14248455772420776,284.71,3.0086552080740883,952.8,339.03229990136253,1385.6,57.477684,284.71,3.2990669919259115,529.71,2.579738649075532,399.8,2.8931611309024112,99.51,4.876383388179346,152.8,4.770688142275792,952.8,84.31299009863746
73,99.41,0.546816122065473,529.61,0.08100442368753802,399.7,0.5172926442862811,152.7,0.02506134545554861,284.61,2.385263652103482,952.7,332.66812634970347,1385.4,56.961874,284.61,3.294607847896518,529.61,2.578954476312462,399.7,2.892218255713719,99.41,4.874271377934527,152.7,4.774404054544451,952.7,82.44432365029655
74,99.31,0.5328959469270353,529.51,0.096867455784448,399.6,0.4305298439493117,152.6,0.07459574958665804,284.51,1.8997018261588727,952.6,317.9708800580444,1385.2,56.466987,284.51,3.2910654738411274,529.51,2.578358444215552,399.6,2.8913998560506884,99.31,4.872253153072965,152.6,4.778134450413342,952.6,80.63424994195557
75,99.21,0.5640748321650113,529.41,0.10039837520345607,399.5,0.3638210281618677,152.5,0.04645211794805437,284.41,1.438553556504159,952.5,295.3433163751252,1385.0,56.494621,284.41,3.288305743495841,529.41,2.577697424796544,399.5,2.8907139718381325,99.21,4.870202667834989,152.5,4.781877882051946,952.5,78.9280136248748
76,99.11,0.5938894279345819,529.31,0.04574719539458494,399.4,0.24609986588439003,152.4,0.04024772377450336,284.31,1.102782474906753,952.4,271.5168779445824,1384.8,56.940285,284.31,3.286204825093247,529.31,2.577207704605415,399.4,2.89018733411561,99.11,4.868038172065418,152.4,4.7856329762254965,952.4,77.35101205541758
77,99.01,0.6181238534765852,529.21,0.07827317610551443,399.3,0.21675241688015356,152.3,0.1486911938486566,284.21,0.9319756061339874,952.3,239.49480931143881,1384.6,56.562342,284.21,3.284522693866012,529.21,2.5767921238944855,399.3,2.8897876831198466,99.01,4.865772646523415,152.3,4.789398406151343,952.3,75.9293806885612
78,98.91,0.6117959503083021,529.11,0.02646905757333018,399.2,0.2136147184716397,152.2,0.05743681470544271,284.11,0.7206832565528711,952.2,208.4687411500616,1384.4,56.768435,284.11,3.283156443447129,529.11,2.57644114242667,399.2,2.8894160815283603,98.91,4.863473649691698,152.2,4.793172885294557,952.2,74.68314884993838
79,98.81,0.613912174521758,529.01,0.037226595777509086,399.1,0.17550270287882075,152.1,0.05790782418859752,284.01,0.5716178998368262,952.1,182.93740062606713,1384.2,56.40679,284.01,3.2820881001631736,529.01,2.576227704222491,399.1,2.8890800971211794,98.81,4.861182525478242,152.1,4.796955275811403,952.1,73.59425937393287
80,98.71,0.603325465447595,528.91,0.06041699033907655,399.0,0.1312511702879613,152.0,0.14720820270504031,283.91,0.47170661453193574,952.0,159.48954026688364,1384.0,55.66695,283.91,3.2812255854680643,528.91,2.5759005096609235,399.0,2.888815229712039,98.71,4.858907234552405,152.0,4.80074449729496,952.0,72.64162973311637
81,98.61,0.6369807767554505,528.81,0.06473516354446485,398.9,0.10617787901925757,151.9,0.05758747275387144,283.81,0.32966470691260374,951.9,138.04031649616485,1383.8,55.381645,283.81,3.2805630930873964,528.81,2.5754811364555352,398.9,2.8886102209807425,98.61,4.856588823244549,151.9,4.804539527246129,951.9,71.81390350383514
82,98.51,0.66972029494125,528.71,0.07556610000000008,398.8,0.13040135395342123,151.8,0.039795109625989866,283.71,0.27872005761795293,951.8,120.03142047920835,1383.6,54.205888,283.71,3.2800601423820472,528.71,2.575011,398.8,2.888405946046579,98.51,4.85414630505875,151.8,4.80833949037401,951.8,71.09594952079166
83,98.41,0.6592888118428002,528.61,0.05428999999999995,398.7,0.08544602790881273,151.7,0.052233631024821925,283.61,0.2096018525551422,951.7,104.6945166524536,1383.4,54.398267,283.61,3.2796564474448577,528.61,2.575011,398.7,2.888219572091187,98.41,4.8516620881572,151.7,4.812143568975178,951.7,70.4707633475464
84,98.31,0.6961817912178576,528.51,0.0,398.6,0.06977285204937456,151.6,0.11747741485868879,283.51,0.18921775608390545,951.6,95.27632430060395,1383.2,54.056642,283.51,3.2793267439160947,528.51,2.575011,398.6,2.8880855479506256,98.31,4.849128408782143,151.6,4.815950985141312,951.6,69.91444569939604
85,98.21,0.7078132737291885,528.41,0.05075470000000015,398.5,0.07719475159543165,151.5,0.09339348680227832,283.41,0.18528635803217774,951.5,88.58169618146995,1383.0,54.339767,283.41,3.2790171419678225,528.41,2.575011,398.5,2.8879586484045685,98.21,4.846504026270812,151.5,4.819761013197722,951.5,69.40295381853004
86,98.11,0.6714928069299626,528.31,0.010958500000000093,398.4,0.03619045434314572,151.4,0.054768255052867865,283.31,0.10325539503523862,951.4,79.01697465177004,1382.8,53.912518,283.31,3.2787786049647614,528.31,2.575011,398.4,2.8878607456568544,98.11,4.843925793070038,151.4,4.823573044947132,951.4,68.93669534822995
87,98.01,0.6605002012942389,528.21,0.0037281999999998483,398.3,0.026244864305302595,151.3,0.08998753441424867,283.21,0.11018494582206362,951.3,75.08807394814073,1382.6,53.296994,283.21,3.2786021541779364,528.21,2.575011,398.3,2.8878068356946973,98.01,4.841435998705761,151.3,4.827386565585751,951.3,68.50797605185926
88,97.91,0.7521290229096875,528.11,0.055732400000000126,398.2,0.038069997158471036,151.2,0.13290618492195616,283.11,0.11749927199866228,951.2,67.1184616546498,1382.4,53.415357,283.11,3.2784139280013376,528.11,2.575011,398.2,2.887751302841529,97.91,4.838795477090312,151.2,4.831201115078044,951.2,68.11235834535019
89,97.81,0.7317910030938366,528.01,0.061107900000000104,398.1,0.004936030855354545,151.1,0.11016727662399006,283.01,0.09684687161060257,951.1,63.11167108215409,1382.2,53.991335,283.01,3.2782367283893974,528.01,2.575011,398.1,2.8877141691446453,97.81,4.836021696906164,151.1,4.83501632337601,951.1,67.7500589178459
90,97.71,0.706788832211072,,,398.0,0.05746621224861492,151.0,0.09714634666216959,282.91,0.06991773564318438,951.0,55.72940622760501,1382.0,53.304351,282.91,3.2780988643568154,,,398.0,2.8876602877513853,97.71,4.833332667788928,151.0,4.838831953337831,951.0,67.41944377239498
91,97.61,0.7145333027709517,,,397.9,0.02364835082450245,150.9,0.059120122011036,282.81,0.05004811121611441,950.9,50.83127739343706,1381.8,52.510004,282.81,3.2779996887838854,,,397.9,2.8875902491754974,97.61,4.830675897229049,150.9,4.842647877988964,950.9,67.12299260656293
92,97.51,0.7187969191334478,,,397.8,0.03347867731056864,150.8,0.009696132498787868,282.71,0.050730024339052715,950.8,50.73074230703915,1381.6,52.428998,282.71,3.277916375660947,,,397.8,2.8875409226894315,97.51,4.827996680866552,150.8,4.846464067501212,950.8,66.84044769296085
93,97.41,0.7715329807356799,,,397.7,0.03712233793067066,150.7,0.07437314883350155,282.61,0.08076523125528157,950.7,47.462244592150526,1381.4,51.31122,282.61,3.2778076687447184,,,397.7,2.8874799620693294,97.41,4.82521091926432,150.7,4.850280551166499,950.7,66.56727540784948
94,97.31,0.7534126469287425,,,397.6,0.06304823042866747,150.6,0.095421532027121,282.51,0.05721209689019924,950.6,46.460466997658045,1381.2,51.301053,282.51,3.277693603109801,,,397.6,2.8873934695713324,97.31,4.822360453071258,150.6,4.854097367972879,950.6,66.30598300234196
95,97.21,0.7757762447281937,,,397.5,0.024871144598112238,150.5,-0.0048152312815537,282.41,0.05806669768394368,950.5,42.472337512401836,1381.0,52.149312,282.41,3.2775983023160564,,,397.5,2.887317555401888,97.21,4.819502055271807,150.5,4.857914631281553,950.5,66.05857248759817
96,97.11,0.8156862459253711,,,397.4,0.011684508654532078,150.4,0.043629850124748515,282.31,0.06698477753675425,950.4,42.00038009284361,1380.8,52.091977,282.31,3.2774949224632457,,,397.4,2.887285991345468,97.11,4.816527254074629,150.4,4.861732549875251,950.4,65.82356990715638
97,97.01,0.813304095137716,,,397.3,0.021196699999999957,150.3,0.13251654417119418,282.21,0.06169295521054652,950.3,39.07200296351135,1380.6,50.858492,282.21,3.2773885447894533,,,397.3,2.8872576,97.01,4.813482304862284,150.3,4.865550855828806,950.3,65.59802703648865
98,96.91,0.7800422176178001,,,397.2,0.022499400000000058,150.2,0.05052537515310185,282.11,0.04432489999999989,950.2,39.25652243908354,1380.4,51.053462,282.11,3.2773009,,,397.2,2.8872576,96.91,4.8105039823822,150.2,4.8693693248468986,950.2,65.38011756091646
99,96.81,0.7488673933622989,,,397.1,0.0,150.1,0.011221034849242528,282.01,0.010107499999999714,950.1,37.83996439093684,1380.2,51.578201,282.01,3.2773009,,,397.1,2.8872576,96.81,4.807646106637701,150.1,4.873187865150758,950.1,65.16563560906316
100,96.71,0.7781549413589675,,,397.0,0.018099300000000262,150.0,0.030032364513018273,281.91,0.0,950.0,34.213514726377426,1380.0,51.092807,281.91,3.2773009,,,397.0,2.8872576,96.71,4.8047917586410325,150.0,4.877006435486981,950.0,64.96518327362257
101,96.61,0.812435312137767,,,,,,,,,949.9,34.33676317760566,1379.8,50.224355,,,,,,,96.61,4.801818587862233,,,949.9,64.77447682239433
102,96.51,0.7631373115824518,,,,,,,,,949.8,32.73431851407419,1379.6,50.084294,,,,,,,96.51,4.798873488417549,,,949.8,64.58788548592581
103,96.41,0.7868151211149632,,,,,,,,,949.7,31.860307365713155,1379.4,50.788052,,,,,,,96.41,4.795976278885036,,,949.7,64.40818363428684
104,96.31,0.8422988013392372,,,,,,,,,949.6,30.75382549796626,1379.2,49.524636,,,,,,,96.31,4.7929310986607625,,,949.6,64.23399150203375
105,96.21,0.8444719552079256,,,,,,,,,949.5,29.083823469101304,1379.0,49.880349,,,,,,,96.21,4.789778144792074,,,949.5,64.0675235308987
106,96.11,0.8293936865226703,,,,,,,,,949.4,30.032350300669528,1378.8,49.915222,,,,,,,96.11,4.78664931347733,,,949.4,63.90306269933047
107,96.01,0.8593542361972464,,,,,,,,,949.3,28.589356528242313,1378.6,50.324116,,,,,,,96.01,4.783492663802754,,,949.3,63.73997747175769
108,95.91,0.8610184998049224,,,,,,,,,949.2,28.238795096265385,1378.4,50.911332,,,,,,,95.91,4.780276900195077,,,949.2,63.58188190373462
109,95.81,0.8342962243598464,,,,,,,,,949.1,26.854977632865413,1378.2,49.990109,,,,,,,95.81,4.7771079756401535,,,949.1,63.42861136713459
110,95.71,0.8018484467609381,,,,,,,,,949.0,27.992895077113367,1378.0,47.963263,,,,,,,95.71,4.774049653239062,,,949.0,63.27602492288663
111,95.61,0.7853872472731966,,,,,,,,,948.9,25.935184662967828,1377.8,49.105959,,,,,,,95.61,4.771082752726803,,,948.9,63.125997337032175
112,95.51,0.7820366150258247,,,,,,,,,948.8,26.77067203181992,1377.6,48.871376,,,,,,,95.51,4.768152884974175,,,948.8,62.97936996818007
113,95.41,0.7555923894915297,,,,,,,,,948.7,26.321569320397153,1377.4,48.909244,,,,,,,95.41,4.76527871050847,,,948.7,62.83166767960285
114,95.31,0.7421694432431352,,,,,,,,,948.6,27.33992225959129,1377.2,47.647048,,,,,,,95.31,4.762479056756865,,,948.6,62.682381740408715
115,95.21,0.7812487545548512,,,,,,,,,948.5,25.402015004325023,1377.0,47.603247,,,,,,,95.21,4.759631445445149,,,948.5,62.53565399567498
116,95.11,0.7579808209271084,,,,,,,,,948.4,23.99364743307425,1376.8,47.193272,,,,,,,95.11,4.756754279072892,,,948.4,62.398235566925756
117,95.01,0.7344846747134897,,,,,,,,,948.3,24.634849612410598,1376.6,47.489703,,,,,,,95.01,4.75396452528651,,,948.3,62.2629513875894
118,94.91,0.7463630122240801,,,,,,,,,948.2,24.741287722415805,1376.4,47.634409,,,,,,,94.91,4.75119648777592,,,948.2,62.12558727758419
119,94.81,0.759583064318865,,,,,,,,,948.1,25.21321484091373,1376.2,46.919766,,,,,,,94.81,4.748381535681135,,,948.1,61.986614159086265
120,94.71,0.6908618722943975,,,,,,,,,948.0,25.42508026604684,1376.0,46.674527,,,,,,,94.71,4.745670327705603,,,948.0,61.84573873395316
121,94.61,0.7315663106685708,,,,,,,,,947.9,24.98161337732209,1375.8,46.554659,,,,,,,94.61,4.743011489331429,,,947.9,61.705507622677914
122,94.51,0.6723904217666501,,,,,,,,,947.8,24.205238897406645,1375.6,46.050913,,,,,,,94.51,4.74038717823335,,,947.8,61.56867010259336
123,94.41,0.6453068945864553,,,,,,,,,947.7,23.335217153318226,1375.4,46.811042,,,,,,,94.41,4.737924105413545,,,947.7,61.436412846681776
124,94.31,0.6701381574460026,,,,,,,,,947.6,25.303215974689984,1375.2,46.565135,,,,,,,94.31,4.735465242553998,,,947.6,61.30110102531001
125,94.21,0.6354264515593258,,,,,,,,,947.5,24.25270524226852,1375.0,46.239628,,,,,,,94.21,4.7330248484406745,,,947.5,61.16323675773148
126,94.11,0.5651624223699283,,,,,,,,,947.4,24.336911256058904,1374.8,45.420975,,,,,,,94.11,4.730780677630071,,,947.4,61.02806074394109
127,94.01,0.5461674479908192,,,,,,,,,947.3,23.466264396248135,1374.6,45.927623,,,,,,,94.01,4.728703352009181,,,947.3,60.89507260375187
128,93.91,0.5499206833864623,,,,,,,,,947.2,22.731735948604097,1374.4,45.551156,,,,,,,93.91,4.726654516613538,,,947.2,60.766550051395896
129,93.81,0.4783146866857866,,,,,,,,,947.1,25.470348851572794,1374.2,45.045839,,,,,,,93.81,4.724732513314214,,,947.1,60.632452148427205
130,93.71,0.4577269591344546,,,,,,,,,947.0,24.96540079639483,1374.0,44.424311,,,,,,,93.71,4.722982840865545,,,947.0,60.492140203605175
131,93.61,0.46630628518908424,,,,,,,,,946.9,26.259678651859765,1373.8,44.769879,,,,,,,93.61,4.721255614810916,,,946.9,60.34963234814024
132,93.51,0.4460854506558505,,,,,,,,,946.8,24.61853252191797,1373.6,44.729287,,,,,,,93.51,4.719550149344149,,,946.8,60.20808947808203
133,93.41,0.4182790423879208,,,,,,,,,946.7,23.203651543368238,1373.4,44.042375,,,,,,,93.41,4.717934457612079,,,946.7,60.07504845663176
134,93.31,0.46543740731023764,,,,,,,,,946.6,22.5144179309751,1373.2,44.614035,,,,,,,93.31,4.716282592689763,,,946.6,59.947861069024896
135,93.21,0.41875235698309154,,,,,,,,,946.5,22.655980701668966,1373.0,43.279651,,,,,,,93.21,4.714629843016908,,,946.5,59.822197298331034
136,93.11,0.3737574361236504,,,,,,,,,946.4,22.94329460462764,1372.8,43.639962,,,,,,,93.11,4.713148463876349,,,946.4,59.695340395372355
137,93.01,0.35573872859056,,,,,,,,,946.3,21.550455944515846,1372.6,44.24979,,,,,,,93.01,4.71178487140944,,,946.3,59.57155905548416
138,92.91,0.35163837555558786,,,,,,,,,946.2,22.338402478231195,1372.4,43.131422,,,,,,,92.91,4.710462624444412,,,946.2,59.449460521768806
139,92.81,0.36617883745231783,,,,,,,,,946.1,20.999330785145936,1372.2,42.721296,,,,,,,92.81,4.709120862547683,,,946.1,59.328895214854064
140,92.71,0.32549232649793236,,,,,,,,,946.0,20.76682397032573,1372.0,42.15913,,,,,,,92.71,4.707827973502067,,,946.0,59.212702029674276
141,92.61,0.32047598661662313,,,,,,,,,945.9,20.913359985270688,1371.8,43.132383,,,,,,,92.61,4.706620513383377,,,945.9,59.096748014729314
142,92.51,0.308026499174729,,,,,,,,,945.8,19.756810147980573,1371.6,42.468165,,,,,,,92.51,4.705445700825271,,,945.8,58.98360385201943
143,92.41,0.3078404931558394,,,,,,,,,945.7,21.06381988921963,1371.4,42.106879,,,,,,,92.41,4.70429450684416,,,945.7,58.87004111078036
144,92.31,0.2788074701902792,,,,,,,,,945.6,19.458940960215322,1371.2,42.962549,,,,,,,92.31,4.703197929809721,,,945.6,58.75730703978467
145,92.21,0.2813208760870589,,,,,,,,,945.5,18.69743676793665,1371.0,43.096029,,,,,,,92.21,4.702150923912941,,,945.5,58.65115623206334
146,92.11,0.26902068828973125,,,,,,,,,945.4,17.983247204716847,1370.8,41.926581,,,,,,,92.11,4.701122211710269,,,945.4,58.549110795283156
147,92.01,0.2434594289144698,,,,,,,,,945.3,18.802198086845515,1370.6,42.310446,,,,,,,92.01,4.70016427108553,,,945.3,58.44677391315448
148,91.91,0.2210143348410094,,,,,,,,,945.2,18.894647478932384,1370.4,41.393034,,,,,,,91.91,4.699296065158991,,,945.2,58.34190152106761
149,91.81,0.243743471713727,,,,,,,,,945.1,18.33632080329017,1370.2,41.830037,,,,,,,91.81,4.698427328286273,,,945.1,58.23832519670983
150,91.71,0.21543898701003084,,,,,,,,,945.0,16.97082105438252,1370.0,41.060252,,,,,,,91.71,4.697569012989969,,,945.0,58.14010094561748
151,91.61,0.1683559860929016,,,,,,,,,944.9,16.176865714716158,1369.8,41.233791,,,,,,,91.61,4.696851613907098,,,944.9,58.04788428528384
152,91.51,0.17151247662015212,,,,,,,,,944.8,16.072735907705543,1369.6,41.047669,,,,,,,91.51,4.696216323379848,,,944.8,57.958166092294455
153,91.41,0.17469000686303282,,,,,,,,,944.7,13.39621334291762,1369.4,41.033157,,,,,,,91.41,4.695569193136967,,,944.7,57.87618365708238
154,91.31,0.1919045545030862,,,,,,,,,944.6,15.783804974056679,1369.2,41.40019,,,,,,,91.31,4.694883945496914,,,944.6,57.795005025943325
155,91.21,0.2254729268829685,,,,,,,,,944.5,15.506454282507995,1369.0,41.379325,,,,,,,91.21,4.694103773117032,,,944.5,57.707955717492005
156,91.11,0.20349927241409382,,,,,,,,,944.4,15.114499587501797,1368.8,41.369999,,,,,,,91.11,4.693301927585906,,,944.4,57.6227684124982
157,91.01,0.17331802868122992,,,,,,,,,944.3,12.848633852426381,1368.6,41.561055,,,,,,,91.01,4.69259757131877,,,944.3,57.544975147573616
158,90.91,0.19273756890255633,,,,,,,,,944.2,12.29501633229657,1368.4,40.714273,,,,,,,90.91,4.691913331097443,,,944.2,57.475025667703434
159,90.81,0.1618854390404474,,,,,,,,,944.1,14.243543442067079,1368.2,40.73738,,,,,,,90.81,4.6912504609595524,,,944.1,57.40119555793292
160,90.71,0.13575780114205926,,,,,,,,,944.0,13.800118737473788,1368.0,40.200294,,,,,,,90.71,4.690694098857941,,,944.0,57.323178262526206
161,90.61,0.14654368604926749,,,,,,,,,943.9,14.81874824912343,1367.8,40.062943,,,,,,,90.61,4.690166413950733,,,943.9,57.24356075087657
162,90.51,0.13917816439029895,,,,,,,,,943.8,13.494927721255031,1367.6,39.532211,,,,,,,90.51,4.689632335609701,,,943.8,57.16479227874496
163,90.41,0.12041179633715426,,,,,,,,,943.7,10.272962846385795,1367.4,39.851568,,,,,,,90.41,4.689147103662846,,,943.7,57.09867015361421
164,90.31,0.09081582816856315,,,,,,,,,943.6,10.7550666950141,1367.2,39.955178,,,,,,,90.31,4.6887522718314365,,,943.6,57.0401703049859
165,90.21,0.1270996611291606,,,,,,,,,943.5,10.923350919266085,1367.0,39.472098,,,,,,,90.21,4.68834493887084,,,943.5,56.97986108073391
166,90.11,0.09567227188058691,,,,,,,,,943.4,9.765423963538929,1366.8,39.873312,,,,,,,90.11,4.687928528119413,,,943.4,56.922305036461076
167,90.01,0.11638595630290638,,,,,,,,,943.3,8.939923123901323,1366.6,39.686551,,,,,,,90.01,4.687532143697093,,,943.3,56.87026687609868
168,89.91,0.12482593550299548,,,,,,,,,943.2,8.801661101922292,1366.4,40.034751,,,,,,,89.91,4.687081264497005,,,943.2,56.8209098980777
169,89.81,0.16439876147366306,,,,,,,,,943.1,9.955236676003764,1366.2,38.686581,,,,,,,89.81,4.686540638526337,,,943.1,56.76872832399624
170,89.71,0.1115748181237235,,,,,,,,,943.0,9.33130772373547,1366.0,39.291422,,,,,,,89.71,4.686024781876276,,,943.0,56.715073276264526
171,89.61,0.13389916415220338,,,,,,,,,942.9,8.147348236965733,1365.8,38.665657,,,,,,,89.61,4.685565935847797,,,942.9,56.66644776303426
172,89.51,0.1088591339605891,,,,,,,,,942.8,7.897206088280619,1365.6,38.257662,,,,,,,89.51,4.685112166039411,,,942.8,56.621811911719384
173,89.41,0.10431199868767838,,,,,,,,,942.7,5.85397077762606,1365.4,38.022578,,,,,,,89.41,4.6847137013123215,,,942.7,56.58355622237394
174,89.31,0.14851488897408327,,,,,,,,,942.6,5.052426307135562,1365.2,38.040535,,,,,,,89.31,4.684241111025917,,,942.6,56.55321469286444
175,89.21,0.120707025272635,,,,,,,,,942.5,4.457382536759347,1365.0,38.318583,,,,,,,89.21,4.683737874727365,,,942.5,56.526758463240654
176,89.11,0.13881292642371612,,,,,,,,,942.4,5.5205741508067305,1364.8,38.508351,,,,,,,89.11,4.6832527735762834,,,942.4,56.49899984919327
177,89.01,0.10183234655112194,,,,,,,,,942.3,4.421080773576541,1364.6,38.399857,,,,,,,89.01,4.682802953448878,,,942.3,56.47134222642346
178,88.91,0.1369877550303933,,,,,,,,,942.2,4.3612812506374965,1364.4,37.942214,,,,,,,88.91,4.682356544969607,,,942.2,56.446909749362504
179,88.81,0.17196074932689243,,,,,,,,,942.1,2.93133426207622,1364.2,39.318772,,,,,,,88.81,4.681779050673107,,,942.1,56.42662173792378
180,88.71,0.146892858510145,,,,,,,,,942.0,3.3891016759244934,1364.0,39.580264,,,,,,,88.71,4.681183041489855,,,942.0,56.4090383240755
181,88.61,0.16098925951779908,,,,,,,,,941.9,2.273389692030733,1363.8,39.433214,,,,,,,88.61,4.6806075404822005,,,941.9,56.393285307969265
182,88.51,0.15303684503665416,,,,,,,,,941.8,2.1854511598114144,1363.6,39.289961,,,,,,,88.51,4.680020554963346,,,941.8,56.38088084018859
183,88.41,0.12221805844749145,,,,,,,,,941.7,2.027301010395746,1363.4,39.094818,,,,,,,88.41,4.679506041552509,,,941.7,56.369160989604254
184,88.31,0.11059784380246285,,,,,,,,,941.6,1.766535440027262,1363.2,37.125096,,,,,,,88.31,4.679070856197537,,,941.6,56.358606559972735
185,88.21,0.10439541462576951,,,,,,,,,941.5,0.9776497463036051,1363.0,37.83367,,,,,,,88.21,4.67866898537423,,,941.5,56.3509722536964
