path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min.xy
delimiters=([44, 1015, 1126, 1257, 1417, 1562, 1748, 1863, 1983, 2067, 3502, 3622], [941, 81, 101, 130, 115, 156, 85, 90, 54, 1405, 90, 7018], ['survey', 'C_1s(2)', 'Si_2p', 'Na_1s', 'F_1s', 'Ba_3d5/2', 'O_1s', 'N_1s', 'Si_2s', 'survey_(2)', 'C_1s', 'survey_hd'])
name=Cu_G2SL_subl_90min
label=20220630_Cu_G2SL_subl_90min
date=20.22.0630
other_meta=Cu_G2SL_subl_90min
area=
fit={}
color=
dfx=
range,survey,survey,C_1s(2),C_1s(2),Si_2p,Si_2p,Na_1s,Na_1s,F_1s,F_1s,Ba_3d5/2,Ba_3d5/2,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,survey_(2),survey_(2),C_1s,C_1s,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
2537,,,,,,,,,,,,,,,,,,,,,,,892.6,18.844501,,,,,,,,,,
2538,,,,,,,,,,,,,,,,,,,,,,,892.4,18.785639,,,,,,,,,,
2539,,,,,,,,,,,,,,,,,,,,,,,892.2,19.815157,,,,,,,,,,
2540,,,,,,,,,,,,,,,,,,,,,,,892.0,17.626156,,,,,,,,,,
2541,,,,,,,,,,,,,,,,,,,,,,,891.8,15.809307,,,,,,,,,,
2542,,,,,,,,,,,,,,,,,,,,,,,891.6,17.43357,,,,,,,,,,
2543,,,,,,,,,,,,,,,,,,,,,,,891.4,16.979344,,,,,,,,,,
2544,,,,,,,,,,,,,,,,,,,,,,,891.2,17.991754,,,,,,,,,,
2545,,,,,,,,,,,,,,,,,,,,,,,891.0,16.243053,,,,,,,,,,
2546,,,,,,,,,,,,,,,,,,,,,,,890.8,18.233402,,,,,,,,,,
2547,,,,,,,,,,,,,,,,,,,,,,,890.6,17.706908,,,,,,,,,,
2548,,,,,,,,,,,,,,,,,,,,,,,890.4,17.925337,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,,,,,890.2,16.052234,,,,,,,,,,
2550,,,,,,,,,,,,,,,,,,,,,,,890.0,17.748814,,,,,,,,,,
2551,,,,,,,,,,,,,,,,,,,,,,,889.8,18.44537,,,,,,,,,,
2552,,,,,,,,,,,,,,,,,,,,,,,889.6,18.552094,,,,,,,,,,
2553,,,,,,,,,,,,,,,,,,,,,,,889.4,19.58899,,,,,,,,,,
2554,,,,,,,,,,,,,,,,,,,,,,,889.2,17.745995,,,,,,,,,,
2555,,,,,,,,,,,,,,,,,,,,,,,889.0,18.577122,,,,,,,,,,
2556,,,,,,,,,,,,,,,,,,,,,,,888.8,16.809283,,,,,,,,,,
2557,,,,,,,,,,,,,,,,,,,,,,,888.6,16.374325,,,,,,,,,,
2558,,,,,,,,,,,,,,,,,,,,,,,888.4,17.841567,,,,,,,,,,
2559,,,,,,,,,,,,,,,,,,,,,,,888.2,18.833534,,,,,,,,,,
2560,,,,,,,,,,,,,,,,,,,,,,,888.0,18.537282,,,,,,,,,,
2561,,,,,,,,,,,,,,,,,,,,,,,887.8,18.216312,,,,,,,,,,
2562,,,,,,,,,,,,,,,,,,,,,,,887.6,19.428016,,,,,,,,,,
2563,,,,,,,,,,,,,,,,,,,,,,,887.4,17.665624,,,,,,,,,,
2564,,,,,,,,,,,,,,,,,,,,,,,887.2,17.688613,,,,,,,,,,
2565,,,,,,,,,,,,,,,,,,,,,,,887.0,18.536498,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,,,,,,,886.8,19.481151,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,,,886.6,19.117477,,,,,,,,,,
2568,,,,,,,,,,,,,,,,,,,,,,,886.4,17.509966,,,,,,,,,,
2569,,,,,,,,,,,,,,,,,,,,,,,886.2,17.256194,,,,,,,,,,
2570,,,,,,,,,,,,,,,,,,,,,,,886.0,17.801,,,,,,,,,,
2571,,,,,,,,,,,,,,,,,,,,,,,885.8,18.309827,,,,,,,,,,
2572,,,,,,,,,,,,,,,,,,,,,,,885.6,19.753455,,,,,,,,,,
2573,,,,,,,,,,,,,,,,,,,,,,,885.4,16.617796,,,,,,,,,,
2574,,,,,,,,,,,,,,,,,,,,,,,885.2,16.411819,,,,,,,,,,
2575,,,,,,,,,,,,,,,,,,,,,,,885.0,16.060828,,,,,,,,,,
2576,,,,,,,,,,,,,,,,,,,,,,,884.8,18.200183,,,,,,,,,,
2577,,,,,,,,,,,,,,,,,,,,,,,884.6,18.197311,,,,,,,,,,
2578,,,,,,,,,,,,,,,,,,,,,,,884.4,20.654341,,,,,,,,,,
2579,,,,,,,,,,,,,,,,,,,,,,,884.2,18.240945,,,,,,,,,,
2580,,,,,,,,,,,,,,,,,,,,,,,884.0,19.140833,,,,,,,,,,
2581,,,,,,,,,,,,,,,,,,,,,,,883.8,18.501443,,,,,,,,,,
2582,,,,,,,,,,,,,,,,,,,,,,,883.6,18.019803,,,,,,,,,,
2583,,,,,,,,,,,,,,,,,,,,,,,883.4,17.076446,,,,,,,,,,
2584,,,,,,,,,,,,,,,,,,,,,,,883.2,18.048719,,,,,,,,,,
2585,,,,,,,,,,,,,,,,,,,,,,,883.0,16.791957,,,,,,,,,,
2586,,,,,,,,,,,,,,,,,,,,,,,882.8,18.984469,,,,,,,,,,
2587,,,,,,,,,,,,,,,,,,,,,,,882.6,17.431306,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,,,,,882.4,17.478164,,,,,,,,,,
2589,,,,,,,,,,,,,,,,,,,,,,,882.2,15.979803,,,,,,,,,,
2590,,,,,,,,,,,,,,,,,,,,,,,882.0,17.509558,,,,,,,,,,
2591,,,,,,,,,,,,,,,,,,,,,,,881.8,17.404196,,,,,,,,,,
2592,,,,,,,,,,,,,,,,,,,,,,,881.6,19.490321,,,,,,,,,,
2593,,,,,,,,,,,,,,,,,,,,,,,881.4,16.898356,,,,,,,,,,
2594,,,,,,,,,,,,,,,,,,,,,,,881.2,16.966567,,,,,,,,,,
2595,,,,,,,,,,,,,,,,,,,,,,,881.0,17.724732,,,,,,,,,,
2596,,,,,,,,,,,,,,,,,,,,,,,880.8,19.15474,,,,,,,,,,
2597,,,,,,,,,,,,,,,,,,,,,,,880.6,17.39531,,,,,,,,,,
2598,,,,,,,,,,,,,,,,,,,,,,,880.4,18.457729,,,,,,,,,,
2599,,,,,,,,,,,,,,,,,,,,,,,880.2,18.796851,,,,,,,,,,
2600,,,,,,,,,,,,,,,,,,,,,,,880.0,19.054684,,,,,,,,,,
2601,,,,,,,,,,,,,,,,,,,,,,,879.8,18.428403,,,,,,,,,,
2602,,,,,,,,,,,,,,,,,,,,,,,879.6,18.638957,,,,,,,,,,
2603,,,,,,,,,,,,,,,,,,,,,,,879.4,16.651749,,,,,,,,,,
2604,,,,,,,,,,,,,,,,,,,,,,,879.2,17.28277,,,,,,,,,,
2605,,,,,,,,,,,,,,,,,,,,,,,879.0,19.766371,,,,,,,,,,
2606,,,,,,,,,,,,,,,,,,,,,,,878.8,18.032499,,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,,,,,,878.6,17.617013,,,,,,,,,,
2608,,,,,,,,,,,,,,,,,,,,,,,878.4,18.119683,,,,,,,,,,
2609,,,,,,,,,,,,,,,,,,,,,,,878.2,18.649378,,,,,,,,,,
2610,,,,,,,,,,,,,,,,,,,,,,,878.0,17.87266,,,,,,,,,,
2611,,,,,,,,,,,,,,,,,,,,,,,877.8,17.694019,,,,,,,,,,
2612,,,,,,,,,,,,,,,,,,,,,,,877.6,18.184016,,,,,,,,,,
2613,,,,,,,,,,,,,,,,,,,,,,,877.4,17.870595,,,,,,,,,,
2614,,,,,,,,,,,,,,,,,,,,,,,877.2,16.993109,,,,,,,,,,
2615,,,,,,,,,,,,,,,,,,,,,,,877.0,17.842886,,,,,,,,,,
2616,,,,,,,,,,,,,,,,,,,,,,,876.8,15.974716,,,,,,,,,,
2617,,,,,,,,,,,,,,,,,,,,,,,876.6,18.341668,,,,,,,,,,
2618,,,,,,,,,,,,,,,,,,,,,,,876.4,19.042795,,,,,,,,,,
2619,,,,,,,,,,,,,,,,,,,,,,,876.2,19.968722,,,,,,,,,,
2620,,,,,,,,,,,,,,,,,,,,,,,876.0,18.466259,,,,,,,,,,
2621,,,,,,,,,,,,,,,,,,,,,,,875.8,18.245023,,,,,,,,,,
2622,,,,,,,,,,,,,,,,,,,,,,,875.6,17.359941,,,,,,,,,,
2623,,,,,,,,,,,,,,,,,,,,,,,875.4,18.498659,,,,,,,,,,
2624,,,,,,,,,,,,,,,,,,,,,,,875.2,19.359052,,,,,,,,,,
2625,,,,,,,,,,,,,,,,,,,,,,,875.0,18.575413,,,,,,,,,,
2626,,,,,,,,,,,,,,,,,,,,,,,874.8,16.52502,,,,,,,,,,
2627,,,,,,,,,,,,,,,,,,,,,,,874.6,18.494842,,,,,,,,,,
2628,,,,,,,,,,,,,,,,,,,,,,,874.4,19.54307,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,,,,,,874.2,21.08501,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,,,,,,874.0,19.057345,,,,,,,,,,
2631,,,,,,,,,,,,,,,,,,,,,,,873.8,20.008486,,,,,,,,,,
2632,,,,,,,,,,,,,,,,,,,,,,,873.6,17.824565,,,,,,,,,,
2633,,,,,,,,,,,,,,,,,,,,,,,873.4,18.719033,,,,,,,,,,
2634,,,,,,,,,,,,,,,,,,,,,,,873.2,16.640078,,,,,,,,,,
2635,,,,,,,,,,,,,,,,,,,,,,,873.0,18.309693,,,,,,,,,,
2636,,,,,,,,,,,,,,,,,,,,,,,872.8,18.877637,,,,,,,,,,
2637,,,,,,,,,,,,,,,,,,,,,,,872.6,17.384152,,,,,,,,,,
2638,,,,,,,,,,,,,,,,,,,,,,,872.4,18.935126,,,,,,,,,,
2639,,,,,,,,,,,,,,,,,,,,,,,872.2,19.685009,,,,,,,,,,
2640,,,,,,,,,,,,,,,,,,,,,,,872.0,19.211488,,,,,,,,,,
2641,,,,,,,,,,,,,,,,,,,,,,,871.8,18.908297,,,,,,,,,,
2642,,,,,,,,,,,,,,,,,,,,,,,871.6,20.748981,,,,,,,,,,
2643,,,,,,,,,,,,,,,,,,,,,,,871.4,19.568878,,,,,,,,,,
2644,,,,,,,,,,,,,,,,,,,,,,,871.2,20.545639,,,,,,,,,,
2645,,,,,,,,,,,,,,,,,,,,,,,871.0,19.824257,,,,,,,,,,
2646,,,,,,,,,,,,,,,,,,,,,,,870.8,20.410336,,,,,,,,,,
2647,,,,,,,,,,,,,,,,,,,,,,,870.6,17.834595,,,,,,,,,,
2648,,,,,,,,,,,,,,,,,,,,,,,870.4,19.158537,,,,,,,,,,
2649,,,,,,,,,,,,,,,,,,,,,,,870.2,17.085144,,,,,,,,,,
2650,,,,,,,,,,,,,,,,,,,,,,,870.0,19.32661,,,,,,,,,,
2651,,,,,,,,,,,,,,,,,,,,,,,869.8,20.102105,,,,,,,,,,
2652,,,,,,,,,,,,,,,,,,,,,,,869.6,19.131523,,,,,,,,,,
2653,,,,,,,,,,,,,,,,,,,,,,,869.4,19.218238,,,,,,,,,,
2654,,,,,,,,,,,,,,,,,,,,,,,869.2,18.537318,,,,,,,,,,
2655,,,,,,,,,,,,,,,,,,,,,,,869.0,18.368846,,,,,,,,,,
2656,,,,,,,,,,,,,,,,,,,,,,,868.8,18.680402,,,,,,,,,,
2657,,,,,,,,,,,,,,,,,,,,,,,868.6,19.375179,,,,,,,,,,
2658,,,,,,,,,,,,,,,,,,,,,,,868.4,19.995434,,,,,,,,,,
2659,,,,,,,,,,,,,,,,,,,,,,,868.2,18.342666,,,,,,,,,,
2660,,,,,,,,,,,,,,,,,,,,,,,868.0,18.239924,,,,,,,,,,
2661,,,,,,,,,,,,,,,,,,,,,,,867.8,18.106915,,,,,,,,,,
2662,,,,,,,,,,,,,,,,,,,,,,,867.6,18.134905,,,,,,,,,,
2663,,,,,,,,,,,,,,,,,,,,,,,867.4,18.32326,,,,,,,,,,
2664,,,,,,,,,,,,,,,,,,,,,,,867.2,18.974147,,,,,,,,,,
2665,,,,,,,,,,,,,,,,,,,,,,,867.0,19.713595,,,,,,,,,,
2666,,,,,,,,,,,,,,,,,,,,,,,866.8,18.209339,,,,,,,,,,
2667,,,,,,,,,,,,,,,,,,,,,,,866.6,19.133475,,,,,,,,,,
2668,,,,,,,,,,,,,,,,,,,,,,,866.4,18.681147,,,,,,,,,,
2669,,,,,,,,,,,,,,,,,,,,,,,866.2,18.707353,,,,,,,,,,
2670,,,,,,,,,,,,,,,,,,,,,,,866.0,16.922535,,,,,,,,,,
2671,,,,,,,,,,,,,,,,,,,,,,,865.8,18.014829,,,,,,,,,,
2672,,,,,,,,,,,,,,,,,,,,,,,865.6,19.002753,,,,,,,,,,
2673,,,,,,,,,,,,,,,,,,,,,,,865.4,20.602741,,,,,,,,,,
2674,,,,,,,,,,,,,,,,,,,,,,,865.2,20.228041,,,,,,,,,,
2675,,,,,,,,,,,,,,,,,,,,,,,865.0,20.912423,,,,,,,,,,
2676,,,,,,,,,,,,,,,,,,,,,,,864.8,19.851912,,,,,,,,,,
2677,,,,,,,,,,,,,,,,,,,,,,,864.6,18.996611,,,,,,,,,,
2678,,,,,,,,,,,,,,,,,,,,,,,864.4,21.052375,,,,,,,,,,
2679,,,,,,,,,,,,,,,,,,,,,,,864.2,18.357714,,,,,,,,,,
2680,,,,,,,,,,,,,,,,,,,,,,,864.0,19.167366,,,,,,,,,,
2681,,,,,,,,,,,,,,,,,,,,,,,863.8,18.247353,,,,,,,,,,
2682,,,,,,,,,,,,,,,,,,,,,,,863.6,18.311233,,,,,,,,,,
2683,,,,,,,,,,,,,,,,,,,,,,,863.4,18.565974,,,,,,,,,,
2684,,,,,,,,,,,,,,,,,,,,,,,863.2,21.534984,,,,,,,,,,
2685,,,,,,,,,,,,,,,,,,,,,,,863.0,21.109296,,,,,,,,,,
2686,,,,,,,,,,,,,,,,,,,,,,,862.8,20.641943,,,,,,,,,,
2687,,,,,,,,,,,,,,,,,,,,,,,862.6,19.086964,,,,,,,,,,
2688,,,,,,,,,,,,,,,,,,,,,,,862.4,20.895926,,,,,,,,,,
2689,,,,,,,,,,,,,,,,,,,,,,,862.2,18.585737,,,,,,,,,,
2690,,,,,,,,,,,,,,,,,,,,,,,862.0,18.742662,,,,,,,,,,
2691,,,,,,,,,,,,,,,,,,,,,,,861.8,18.535155,,,,,,,,,,
2692,,,,,,,,,,,,,,,,,,,,,,,861.6,20.139603,,,,,,,,,,
2693,,,,,,,,,,,,,,,,,,,,,,,861.4,22.162199,,,,,,,,,,
2694,,,,,,,,,,,,,,,,,,,,,,,861.2,20.064565,,,,,,,,,,
2695,,,,,,,,,,,,,,,,,,,,,,,861.0,19.885037,,,,,,,,,,
2696,,,,,,,,,,,,,,,,,,,,,,,860.8,20.529635,,,,,,,,,,
2697,,,,,,,,,,,,,,,,,,,,,,,860.6,19.487201,,,,,,,,,,
2698,,,,,,,,,,,,,,,,,,,,,,,860.4,18.326828,,,,,,,,,,
2699,,,,,,,,,,,,,,,,,,,,,,,860.2,18.67326,,,,,,,,,,
2700,,,,,,,,,,,,,,,,,,,,,,,860.0,20.254749,,,,,,,,,,
2701,,,,,,,,,,,,,,,,,,,,,,,859.8,21.415251,,,,,,,,,,
2702,,,,,,,,,,,,,,,,,,,,,,,859.6,20.302025,,,,,,,,,,
2703,,,,,,,,,,,,,,,,,,,,,,,859.4,18.271652,,,,,,,,,,
2704,,,,,,,,,,,,,,,,,,,,,,,859.2,18.277309,,,,,,,,,,
2705,,,,,,,,,,,,,,,,,,,,,,,859.0,19.071376,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,,,,,858.8,19.338651,,,,,,,,,,
2707,,,,,,,,,,,,,,,,,,,,,,,858.6,18.907943,,,,,,,,,,
2708,,,,,,,,,,,,,,,,,,,,,,,858.4,18.190395,,,,,,,,,,
2709,,,,,,,,,,,,,,,,,,,,,,,858.2,19.792054,,,,,,,,,,
2710,,,,,,,,,,,,,,,,,,,,,,,858.0,20.035593,,,,,,,,,,
2711,,,,,,,,,,,,,,,,,,,,,,,857.8,20.95796,,,,,,,,,,
2712,,,,,,,,,,,,,,,,,,,,,,,857.6,20.570154,,,,,,,,,,
2713,,,,,,,,,,,,,,,,,,,,,,,857.4,19.788622,,,,,,,,,,
2714,,,,,,,,,,,,,,,,,,,,,,,857.2,19.61509,,,,,,,,,,
2715,,,,,,,,,,,,,,,,,,,,,,,857.0,20.308075,,,,,,,,,,
2716,,,,,,,,,,,,,,,,,,,,,,,856.8,18.546612,,,,,,,,,,
2717,,,,,,,,,,,,,,,,,,,,,,,856.6,18.652996,,,,,,,,,,
2718,,,,,,,,,,,,,,,,,,,,,,,856.4,21.725276,,,,,,,,,,
2719,,,,,,,,,,,,,,,,,,,,,,,856.2,18.777644,,,,,,,,,,
2720,,,,,,,,,,,,,,,,,,,,,,,856.0,21.11363,,,,,,,,,,
2721,,,,,,,,,,,,,,,,,,,,,,,855.8,20.658329,,,,,,,,,,
2722,,,,,,,,,,,,,,,,,,,,,,,855.6,20.056495,,,,,,,,,,
2723,,,,,,,,,,,,,,,,,,,,,,,855.4,19.253528,,,,,,,,,,
2724,,,,,,,,,,,,,,,,,,,,,,,855.2,21.309726,,,,,,,,,,
2725,,,,,,,,,,,,,,,,,,,,,,,855.0,18.527954,,,,,,,,,,
2726,,,,,,,,,,,,,,,,,,,,,,,854.8,19.41736,,,,,,,,,,
2727,,,,,,,,,,,,,,,,,,,,,,,854.6,20.792725,,,,,,,,,,
2728,,,,,,,,,,,,,,,,,,,,,,,854.4,22.144866,,,,,,,,,,
2729,,,,,,,,,,,,,,,,,,,,,,,854.2,22.539666,,,,,,,,,,
2730,,,,,,,,,,,,,,,,,,,,,,,854.0,20.746255,,,,,,,,,,
2731,,,,,,,,,,,,,,,,,,,,,,,853.8,20.284977,,,,,,,,,,
2732,,,,,,,,,,,,,,,,,,,,,,,853.6,22.48408,,,,,,,,,,
2733,,,,,,,,,,,,,,,,,,,,,,,853.4,20.372595,,,,,,,,,,
2734,,,,,,,,,,,,,,,,,,,,,,,853.2,19.631018,,,,,,,,,,
2735,,,,,,,,,,,,,,,,,,,,,,,853.0,17.292696,,,,,,,,,,
2736,,,,,,,,,,,,,,,,,,,,,,,852.8,21.590181,,,,,,,,,,
2737,,,,,,,,,,,,,,,,,,,,,,,852.6,20.52801,,,,,,,,,,
2738,,,,,,,,,,,,,,,,,,,,,,,852.4,18.139852,,,,,,,,,,
2739,,,,,,,,,,,,,,,,,,,,,,,852.2,18.629376,,,,,,,,,,
2740,,,,,,,,,,,,,,,,,,,,,,,852.0,19.409592,,,,,,,,,,
2741,,,,,,,,,,,,,,,,,,,,,,,851.8,20.069861,,,,,,,,,,
2742,,,,,,,,,,,,,,,,,,,,,,,851.6,19.974719,,,,,,,,,,
2743,,,,,,,,,,,,,,,,,,,,,,,851.4,20.497436,,,,,,,,,,
2744,,,,,,,,,,,,,,,,,,,,,,,851.2,22.502697,,,,,,,,,,
2745,,,,,,,,,,,,,,,,,,,,,,,851.0,22.570369,,,,,,,,,,
2746,,,,,,,,,,,,,,,,,,,,,,,850.8,21.498866,,,,,,,,,,
2747,,,,,,,,,,,,,,,,,,,,,,,850.6,20.122922,,,,,,,,,,
2748,,,,,,,,,,,,,,,,,,,,,,,850.4,19.067685,,,,,,,,,,
2749,,,,,,,,,,,,,,,,,,,,,,,850.2,20.751771,,,,,,,,,,
2750,,,,,,,,,,,,,,,,,,,,,,,850.0,18.80305,,,,,,,,,,
2751,,,,,,,,,,,,,,,,,,,,,,,849.8,19.415063,,,,,,,,,,
2752,,,,,,,,,,,,,,,,,,,,,,,849.6,21.156849,,,,,,,,,,
2753,,,,,,,,,,,,,,,,,,,,,,,849.4,20.855665,,,,,,,,,,
2754,,,,,,,,,,,,,,,,,,,,,,,849.2,20.024514,,,,,,,,,,
2755,,,,,,,,,,,,,,,,,,,,,,,849.0,20.662468,,,,,,,,,,
2756,,,,,,,,,,,,,,,,,,,,,,,848.8,21.104297,,,,,,,,,,
2757,,,,,,,,,,,,,,,,,,,,,,,848.6,19.9562,,,,,,,,,,
2758,,,,,,,,,,,,,,,,,,,,,,,848.4,22.374279,,,,,,,,,,
2759,,,,,,,,,,,,,,,,,,,,,,,848.2,19.95251,,,,,,,,,,
2760,,,,,,,,,,,,,,,,,,,,,,,848.0,19.93569,,,,,,,,,,
2761,,,,,,,,,,,,,,,,,,,,,,,847.8,20.656647,,,,,,,,,,
2762,,,,,,,,,,,,,,,,,,,,,,,847.6,19.690726,,,,,,,,,,
2763,,,,,,,,,,,,,,,,,,,,,,,847.4,20.76967,,,,,,,,,,
2764,,,,,,,,,,,,,,,,,,,,,,,847.2,20.59028,,,,,,,,,,
2765,,,,,,,,,,,,,,,,,,,,,,,847.0,20.999129,,,,,,,,,,
2766,,,,,,,,,,,,,,,,,,,,,,,846.8,19.624415,,,,,,,,,,
2767,,,,,,,,,,,,,,,,,,,,,,,846.6,21.510215,,,,,,,,,,
2768,,,,,,,,,,,,,,,,,,,,,,,846.4,21.419041,,,,,,,,,,
2769,,,,,,,,,,,,,,,,,,,,,,,846.2,20.267689,,,,,,,,,,
2770,,,,,,,,,,,,,,,,,,,,,,,846.0,21.030854,,,,,,,,,,
2771,,,,,,,,,,,,,,,,,,,,,,,845.8,19.291987,,,,,,,,,,
2772,,,,,,,,,,,,,,,,,,,,,,,845.6,19.342466,,,,,,,,,,
2773,,,,,,,,,,,,,,,,,,,,,,,845.4,19.930994,,,,,,,,,,
2774,,,,,,,,,,,,,,,,,,,,,,,845.2,21.273974,,,,,,,,,,
2775,,,,,,,,,,,,,,,,,,,,,,,845.0,20.140402,,,,,,,,,,
2776,,,,,,,,,,,,,,,,,,,,,,,844.8,19.321626,,,,,,,,,,
2777,,,,,,,,,,,,,,,,,,,,,,,844.6,18.582685,,,,,,,,,,
2778,,,,,,,,,,,,,,,,,,,,,,,844.4,19.67567,,,,,,,,,,
2779,,,,,,,,,,,,,,,,,,,,,,,844.2,19.005502,,,,,,,,,,
2780,,,,,,,,,,,,,,,,,,,,,,,844.0,17.868337,,,,,,,,,,
2781,,,,,,,,,,,,,,,,,,,,,,,843.8,18.402149,,,,,,,,,,
2782,,,,,,,,,,,,,,,,,,,,,,,843.6,19.779867,,,,,,,,,,
2783,,,,,,,,,,,,,,,,,,,,,,,843.4,20.762683,,,,,,,,,,
2784,,,,,,,,,,,,,,,,,,,,,,,843.2,21.503499,,,,,,,,,,
2785,,,,,,,,,,,,,,,,,,,,,,,843.0,20.63737,,,,,,,,,,
2786,,,,,,,,,,,,,,,,,,,,,,,842.8,20.771825,,,,,,,,,,
2787,,,,,,,,,,,,,,,,,,,,,,,842.6,20.615839,,,,,,,,,,
2788,,,,,,,,,,,,,,,,,,,,,,,842.4,21.497466,,,,,,,,,,
2789,,,,,,,,,,,,,,,,,,,,,,,842.2,20.74816,,,,,,,,,,
2790,,,,,,,,,,,,,,,,,,,,,,,842.0,24.368638,,,,,,,,,,
2791,,,,,,,,,,,,,,,,,,,,,,,841.8,23.523059,,,,,,,,,,
2792,,,,,,,,,,,,,,,,,,,,,,,841.6,22.792155,,,,,,,,,,
2793,,,,,,,,,,,,,,,,,,,,,,,841.4,21.509462,,,,,,,,,,
2794,,,,,,,,,,,,,,,,,,,,,,,841.2,20.187427,,,,,,,,,,
2795,,,,,,,,,,,,,,,,,,,,,,,841.0,21.601191,,,,,,,,,,
2796,,,,,,,,,,,,,,,,,,,,,,,840.8,17.058122,,,,,,,,,,
2797,,,,,,,,,,,,,,,,,,,,,,,840.6,20.659829,,,,,,,,,,
2798,,,,,,,,,,,,,,,,,,,,,,,840.4,19.833901,,,,,,,,,,
2799,,,,,,,,,,,,,,,,,,,,,,,840.2,21.176597,,,,,,,,,,
2800,,,,,,,,,,,,,,,,,,,,,,,840.0,19.318755,,,,,,,,,,
2801,,,,,,,,,,,,,,,,,,,,,,,839.8,20.567771,,,,,,,,,,
2802,,,,,,,,,,,,,,,,,,,,,,,839.6,21.324755,,,,,,,,,,
2803,,,,,,,,,,,,,,,,,,,,,,,839.4,20.492606,,,,,,,,,,
2804,,,,,,,,,,,,,,,,,,,,,,,839.2,21.39703,,,,,,,,,,
2805,,,,,,,,,,,,,,,,,,,,,,,839.0,23.207528,,,,,,,,,,
2806,,,,,,,,,,,,,,,,,,,,,,,838.8,20.276575,,,,,,,,,,
2807,,,,,,,,,,,,,,,,,,,,,,,838.6,20.237469,,,,,,,,,,
2808,,,,,,,,,,,,,,,,,,,,,,,838.4,20.860266,,,,,,,,,,
2809,,,,,,,,,,,,,,,,,,,,,,,838.2,23.915166,,,,,,,,,,
2810,,,,,,,,,,,,,,,,,,,,,,,838.0,21.847397,,,,,,,,,,
2811,,,,,,,,,,,,,,,,,,,,,,,837.8,22.721286,,,,,,,,,,
2812,,,,,,,,,,,,,,,,,,,,,,,837.6,23.02249,,,,,,,,,,
2813,,,,,,,,,,,,,,,,,,,,,,,837.4,22.750849,,,,,,,,,,
2814,,,,,,,,,,,,,,,,,,,,,,,837.2,18.931889,,,,,,,,,,
2815,,,,,,,,,,,,,,,,,,,,,,,837.0,22.201452,,,,,,,,,,
2816,,,,,,,,,,,,,,,,,,,,,,,836.8,20.010027,,,,,,,,,,
2817,,,,,,,,,,,,,,,,,,,,,,,836.6,21.974361,,,,,,,,,,
2818,,,,,,,,,,,,,,,,,,,,,,,836.4,22.342425,,,,,,,,,,
2819,,,,,,,,,,,,,,,,,,,,,,,836.2,21.82504,,,,,,,,,,
2820,,,,,,,,,,,,,,,,,,,,,,,836.0,21.651034,,,,,,,,,,
2821,,,,,,,,,,,,,,,,,,,,,,,835.8,20.825282,,,,,,,,,,
2822,,,,,,,,,,,,,,,,,,,,,,,835.6,19.539948,,,,,,,,,,
2823,,,,,,,,,,,,,,,,,,,,,,,835.4,19.999696,,,,,,,,,,
2824,,,,,,,,,,,,,,,,,,,,,,,835.2,21.178851,,,,,,,,,,
2825,,,,,,,,,,,,,,,,,,,,,,,835.0,20.684585,,,,,,,,,,
2826,,,,,,,,,,,,,,,,,,,,,,,834.8,20.189978,,,,,,,,,,
2827,,,,,,,,,,,,,,,,,,,,,,,834.6,20.47075,,,,,,,,,,
2828,,,,,,,,,,,,,,,,,,,,,,,834.4,20.150183,,,,,,,,,,
2829,,,,,,,,,,,,,,,,,,,,,,,834.2,23.391001,,,,,,,,,,
2830,,,,,,,,,,,,,,,,,,,,,,,834.0,22.088549,,,,,,,,,,
2831,,,,,,,,,,,,,,,,,,,,,,,833.8,22.335678,,,,,,,,,,
2832,,,,,,,,,,,,,,,,,,,,,,,833.6,21.394334,,,,,,,,,,
2833,,,,,,,,,,,,,,,,,,,,,,,833.4,20.264351,,,,,,,,,,
2834,,,,,,,,,,,,,,,,,,,,,,,833.2,20.7108,,,,,,,,,,
2835,,,,,,,,,,,,,,,,,,,,,,,833.0,21.41657,,,,,,,,,,
2836,,,,,,,,,,,,,,,,,,,,,,,832.8,21.175775,,,,,,,,,,
2837,,,,,,,,,,,,,,,,,,,,,,,832.6,21.676446,,,,,,,,,,
2838,,,,,,,,,,,,,,,,,,,,,,,832.4,20.810919,,,,,,,,,,
